Geneid	ENSEMBL	log2FoldChange	padj	DEG
Junb	ENSMUSG00000052837.6	-0.1	0.619952914309445	NS
Hist1h2bg	ENSMUSG00000058385.8	0.24	0.619952914309445	NS
Msh2	ENSMUSG00000024151.13	0.21	0.619952914309445	NS
Ptprt	ENSMUSG00000053141.16	-0.18	0.619953944871223	NS
Ccnd3-ps	ENSMUSG00000080708.1	0.03	0.619953944871223	NS
Tipin	ENSMUSG00000032397.7	0.24	0.619953944871223	NS
Gm48529	ENSMUSG00000111521.1	-0.04	0.62020035774343	NS
Gm13904	ENSMUSG00000082066.1	0.06	0.620486045530046	NS
Cd93	ENSMUSG00000027435.8	-0.09	0.620486045530046	NS
2700081O15Rik	ENSMUSG00000053080.10	0.2	0.620486045530046	NS
Podn	ENSMUSG00000028600.15	-0.26	0.620622818314879	NS
Rad51	ENSMUSG00000027323.10	0.2	0.620748249788015	NS
Btbd7	ENSMUSG00000041702.7	-0.2	0.620771957597438	NS
Olfr713	ENSMUSG00000073898.3	-0.02	0.620777863211998	NS
Snhg7os	ENSMUSG00000086775.7	-0.05	0.620864571608093	NS
Gm2965	ENSMUSG00000105943.1	0.03	0.620864571608093	NS
Slc35c2	ENSMUSG00000017664.16	-0.05	0.620918034455805	NS
Lrrc8e	ENSMUSG00000046589.7	0.06	0.620918034455805	NS
Chac2	ENSMUSG00000020309.6	0.31	0.62095327026693	NS
Shcbp1l	ENSMUSG00000042708.12	-0.04	0.621062682441075	NS
Lurap1l	ENSMUSG00000048706.3	0.21	0.62112919274849	NS
Zkscan1	ENSMUSG00000029729.12	0.1	0.621273217888306	NS
Mbd1	ENSMUSG00000024561.10	-0.2	0.621299298059323	NS
Gm15455	ENSMUSG00000081402.4	0.03	0.621342475280122	NS
Clp1	ENSMUSG00000027079.15	0.26	0.621342475280122	NS
Dcaf10	ENSMUSG00000035572.16	-0.21	0.621342475280122	NS
Gna12	ENSMUSG00000000149.10	-0.24	0.621342475280122	NS
Ahsa2	ENSMUSG00000020288.13	0.31	0.621342475280122	NS
Gm12276	ENSMUSG00000081944.1	-0.04	0.621342475280122	NS
Gm13831	ENSMUSG00000083875.1	-0.13	0.621547782045977	NS
Epb41l2	ENSMUSG00000019978.16	0.2	0.621547782045977	NS
Gm12799	ENSMUSG00000082264.1	0.04	0.621756146863507	NS
Gm7525	ENSMUSG00000112698.1	-0.03	0.621756146863507	NS
Gm13365	ENSMUSG00000082632.2	0.06	0.621774389362567	NS
Gm13571	ENSMUSG00000086196.7	-0.04	0.621774389362567	NS
Zfp865	ENSMUSG00000074405.8	-0.25	0.621774389362567	NS
Gm42715	ENSMUSG00000107023.2	-0.17	0.621774389362567	NS
Lancl3	ENSMUSG00000047344.9	-0.04	0.621915144089612	NS
Tdrp	ENSMUSG00000050052.12	0.03	0.622443868378044	NS
Zc3h12c	ENSMUSG00000035164.8	-0.09	0.622443868378044	NS
Plod2	ENSMUSG00000032374.14	-0.05	0.622457142998512	NS
6530402F18Rik	ENSMUSG00000079499.9	0.05	0.622538824760848	NS
Ubr7	ENSMUSG00000041712.7	0.2	0.622716908055517	NS
Gm49215	ENSMUSG00000115224.1	-0.02	0.62283706138595	NS
Gm6169	ENSMUSG00000057762.6	0.06	0.622968458958293	NS
Inpp5k	ENSMUSG00000006127.9	-0.21	0.623039425682971	NS
Rps10-ps2	ENSMUSG00000099764.1	0.26	0.623064455044598	NS
Dhrs1	ENSMUSG00000002332.16	-0.04	0.623102767891407	NS
Sh3d19	ENSMUSG00000028082.13	-0.2	0.623195939301352	NS
Nelfe	ENSMUSG00000024369.16	0.2	0.623195939301352	NS
Lipk	ENSMUSG00000024771.7	-0.02	0.623195939301352	NS
Sqor	ENSMUSG00000005803.14	-0.04	0.623500395976812	NS
Slc44a3	ENSMUSG00000039865.8	0.11	0.623500395976812	NS
Ipo5	ENSMUSG00000030662.10	0.11	0.623604225358748	NS
Gm5884	ENSMUSG00000037827.5	-0.04	0.62364505651384	NS
Tcf3	ENSMUSG00000020167.14	-0.24	0.62364505651384	NS
Dynlt1b	ENSMUSG00000096255.2	0.21	0.62364505651384	NS
AC154779.4	ENSMUSG00000117256.1	0.07	0.62364505651384	NS
Zfp407	ENSMUSG00000048410.17	-0.24	0.62364505651384	NS
Napb	ENSMUSG00000027438.14	-0.19	0.623664470022414	NS
Cabp1	ENSMUSG00000029544.16	-0.05	0.623664470022414	NS
Cdkl1	ENSMUSG00000020990.5	0.02	0.623664470022414	NS
Fap	ENSMUSG00000000392.17	-0.1	0.623777736568327	NS
Prpf39	ENSMUSG00000035597.19	-0.24	0.624482193159019	NS
9430034N14Rik	ENSMUSG00000102964.1	-0.03	0.624806821209988	NS
Elf3	ENSMUSG00000003051.13	-0.04	0.624882975983867	NS
Ppp1ccb	ENSMUSG00000100153.2	0.03	0.624882975983867	NS
Lsm11	ENSMUSG00000044847.13	-0.29	0.624882975983867	NS
2510009E07Rik	ENSMUSG00000043391.10	0.27	0.624882975983867	NS
Etaa1	ENSMUSG00000016984.7	-0.18	0.624887039658851	NS
Gm13126	ENSMUSG00000082418.1	-0.03	0.625010212799398	NS
Fscn3	ENSMUSG00000029707.6	-0.04	0.625010212799398	NS
Tra2a	ENSMUSG00000029817.11	0.21	0.625010212799398	NS
Gm15549	ENSMUSG00000081745.1	-0.03	0.625010212799398	NS
Jam3	ENSMUSG00000031990.15	-0.02	0.625010212799398	NS
Lta4h	ENSMUSG00000015889.8	0.04	0.625010212799398	NS
Rarb	ENSMUSG00000017491.9	-0.03	0.625010212799398	NS
Parp14	ENSMUSG00000034422.14	-0.21	0.625010212799398	NS
Gabpa	ENSMUSG00000008976.16	0.21	0.625010212799398	NS
CT033759.3	ENSMUSG00000117459.1	-0.02	0.625010212799398	NS
Gm5814	ENSMUSG00000096361.2	0.11	0.625010212799398	NS
Tcrg-V4	ENSMUSG00000076745.4	0.03	0.625147451548709	NS
Wasl	ENSMUSG00000029684.14	-0.11	0.625169639481913	NS
Gm26811	ENSMUSG00000097816.1	-0.07	0.625169639481913	NS
Copz2	ENSMUSG00000018672.15	0.11	0.625169639481913	NS
Ttpal	ENSMUSG00000017679.16	0.2	0.625434050664765	NS
C1ra	ENSMUSG00000055172.10	-0.25	0.625434050664765	NS
Marveld1	ENSMUSG00000044345.9	0.17	0.625434050664765	NS
Gm8655	ENSMUSG00000113617.1	0.03	0.625451323223606	NS
Cfap57	ENSMUSG00000028730.14	-0.03	0.625831473575352	NS
Coasy	ENSMUSG00000001755.12	0.11	0.625831473575352	NS
BC004004	ENSMUSG00000052712.17	0.22	0.625874627859794	NS
Galnt5	ENSMUSG00000026828.11	-0.21	0.625991350714125	NS
Tm9sf4	ENSMUSG00000068040.10	-0.11	0.625991350714125	NS
Fubp1	ENSMUSG00000028034.15	-0.1	0.625991350714125	NS
Fsbp	ENSMUSG00000094595.1	-0.05	0.625991350714125	NS
Gm43290	ENSMUSG00000104641.1	-0.03	0.625991350714125	NS
Defa-ps10	ENSMUSG00000096340.1	0.09	0.625991350714125	NS
Phlpp2	ENSMUSG00000031732.12	-0.21	0.625991350714125	NS
Pde6g	ENSMUSG00000025386.2	-0.03	0.625991350714125	NS
Id4	ENSMUSG00000021379.2	-0.09	0.625991350714125	NS
Prickle1	ENSMUSG00000036158.12	0.09	0.625991350714125	NS
6530409C15Rik	ENSMUSG00000043340.3	-0.02	0.626238862428868	NS
Ift43	ENSMUSG00000007867.9	0.2	0.626238862428868	NS
4833407H14Rik	ENSMUSG00000097779.2	-0.05	0.626238862428868	NS
Gm28410	ENSMUSG00000099561.1	-0.12	0.6262890991331	NS
Phf6	ENSMUSG00000025626.16	0.25	0.626316811760275	NS
Gm12912	ENSMUSG00000081067.1	0.06	0.626408370635024	NS
Rpl35a-ps7	ENSMUSG00000094557.1	0.04	0.626408370635024	NS
Ppp1r15a	ENSMUSG00000040435.12	0.3	0.626408370635024	NS
Gm8989	ENSMUSG00000095457.3	-0.25	0.626408370635024	NS
Itgal	ENSMUSG00000030830.18	-0.27	0.626408370635024	NS
Fcer2a	ENSMUSG00000005540.10	-0.25	0.626408370635024	NS
6330537M06Rik	ENSMUSG00000110575.1	-0.08	0.626408370635024	NS
Trmt11	ENSMUSG00000019792.8	0.3	0.626408370635024	NS
Gm48194	ENSMUSG00000114835.1	-0.06	0.626408370635024	NS
Gm2534	ENSMUSG00000114295.1	0.04	0.626408370635024	NS
Trdv2-2	ENSMUSG00000076866.3	0.03	0.626408370635024	NS
Pabpc1	ENSMUSG00000022283.15	-0.04	0.626408370635024	NS
Csdc2	ENSMUSG00000042109.8	-0.04	0.626408370635024	NS
H2-T3	ENSMUSG00000054128.16	-0.1	0.626408370635024	NS
1810009A15Rik	ENSMUSG00000071653.9	0.1	0.626408370635024	NS
Mvb12b	ENSMUSG00000038740.9	0.23	0.626472232688802	NS
Gm14057	ENSMUSG00000089662.1	-0.03	0.626472232688802	NS
Wfdc3	ENSMUSG00000076434.9	-0.04	0.626472232688802	NS
Mrpl48-ps	ENSMUSG00000078480.3	0.06	0.626472232688802	NS
Dmwd	ENSMUSG00000030410.16	-0.1	0.626472232688802	NS
Irf3	ENSMUSG00000003184.15	0.1	0.626472232688802	NS
Tyk2	ENSMUSG00000032175.11	-0.21	0.626472232688802	NS
Caml	ENSMUSG00000021501.4	0.2	0.626472232688802	NS
Gm5457	ENSMUSG00000021741.4	0.1	0.626472232688802	NS
CT025652.1	ENSMUSG00000117027.1	-0.03	0.626472232688802	NS
CT485613.4	ENSMUSG00000117468.1	-0.05	0.626472232688802	NS
Gm5093	ENSMUSG00000091742.2	0.1	0.626472232688802	NS
Acaa2	ENSMUSG00000036880.10	-0.04	0.626472232688802	NS
Gm8974	ENSMUSG00000093525.1	0.04	0.626472232688802	NS
Gm44264	ENSMUSG00000107561.1	-0.04	0.626678778423455	NS
Pcdhga7	ENSMUSG00000103472.1	-0.05	0.626739721978989	NS
AC106834.1	ENSMUSG00000118086.1	-0.05	0.626739721978989	NS
Ifi27l2b	ENSMUSG00000021208.9	-0.05	0.626784999477977	NS
Rgl1	ENSMUSG00000026482.13	-0.08	0.626911395282634	NS
Actg1	ENSMUSG00000062825.15	0.04	0.626911395282634	NS
Actn4	ENSMUSG00000054808.15	-0.05	0.626987952058156	NS
Kdelr2	ENSMUSG00000079111.3	0.04	0.627112193214283	NS
Igkv12-41	ENSMUSG00000095007.1	0.04	0.627112193214283	NS
Apoe	ENSMUSG00000002985.16	-0.11	0.627136976976912	NS
Dalrd3	ENSMUSG00000019039.14	-0.2	0.627136976976912	NS
Gm8260	ENSMUSG00000083346.3	0.04	0.627136976976912	NS
2500004C02Rik	ENSMUSG00000073236.4	0.2	0.627161371180732	NS
Ice1	ENSMUSG00000034525.7	-0.24	0.627185281619788	NS
Plk4	ENSMUSG00000025758.10	0.2	0.627789223460567	NS
Cxcl9	ENSMUSG00000029417.9	-0.02	0.627789223460567	NS
Copg1	ENSMUSG00000030058.17	-0.04	0.627789223460567	NS
Adm	ENSMUSG00000030790.15	0.17	0.627867668554879	NS
Mctp1	ENSMUSG00000021596.16	-0.05	0.627879113635234	NS
Gm37524	ENSMUSG00000103780.1	-0.03	0.628148919924407	NS
Terb1	ENSMUSG00000052616.10	-0.04	0.628438813157961	NS
4933440N22Rik	ENSMUSG00000042087.5	0.04	0.628816381575298	NS
Wdr81	ENSMUSG00000045374.18	-0.27	0.628890804718303	NS
Gm7461	ENSMUSG00000048484.4	0.03	0.628900800661096	NS
Lrrc75aos2	ENSMUSG00000085762.1	-0.03	0.628900800661096	NS
Ifitm6	ENSMUSG00000059108.4	0.02	0.628993160977766	NS
5033403F01Rik	ENSMUSG00000096932.2	0.02	0.629026473135914	NS
Tgtp1	ENSMUSG00000078922.9	0.03	0.62923072179593	NS
Scd2	ENSMUSG00000025203.6	0.1	0.629285732328618	NS
Bcl2a1d	ENSMUSG00000099974.1	-0.05	0.629691826778631	NS
Gm3756	ENSMUSG00000091639.2	0.06	0.629692547956847	NS
Gm15477	ENSMUSG00000087261.2	-0.04	0.629986064573603	NS
Gm24949	ENSMUSG00000098425.1	0.14	0.630132745693341	NS
Gm4887	ENSMUSG00000086229.3	0.06	0.630371997959065	NS
Pten	ENSMUSG00000013663.7	-0.22	0.630371997959065	NS
2010110K18Rik	ENSMUSG00000097755.2	0.05	0.630389719848321	NS
Gm37436	ENSMUSG00000102670.1	-0.05	0.630563429470385	NS
Wdr55	ENSMUSG00000042660.8	0.2	0.630685942037147	NS
Xk	ENSMUSG00000015342.6	-0.24	0.630685942037147	NS
Ptgir	ENSMUSG00000043017.9	-0.04	0.630705179649748	NS
Cdkn1c	ENSMUSG00000037664.13	0.1	0.630734693648692	NS
Patz1	ENSMUSG00000020453.17	0.18	0.630734693648692	NS
Slc6a4	ENSMUSG00000020838.12	0.1	0.630734693648692	NS
Fbxo47	ENSMUSG00000070336.3	-0.03	0.630734693648692	NS
Tubg1	ENSMUSG00000035198.9	0.2	0.630734693648692	NS
AC148019.3	ENSMUSG00000118282.1	-0.03	0.630734693648692	NS
mt-Nd2	ENSMUSG00000064345.1	-0.04	0.630864217578371	NS
Gemin6	ENSMUSG00000055760.12	0.28	0.630989745245627	NS
Slc35b1	ENSMUSG00000020873.15	0.04	0.631181671439524	NS
Kctd2	ENSMUSG00000016940.18	-0.2	0.631181671439524	NS
1700086L19Rik	ENSMUSG00000071265.10	-0.04	0.631181671439524	NS
Ang5	ENSMUSG00000053961.7	0.1	0.631181671439524	NS
Galr1	ENSMUSG00000024553.8	-0.09	0.631181671439524	NS
Klhl13	ENSMUSG00000036782.13	0.11	0.631181671439524	NS
Fcamr	ENSMUSG00000026415.11	-0.14	0.631184549646561	NS
Rpl35a-ps5	ENSMUSG00000093885.2	0.09	0.631184549646561	NS
Gm43747	ENSMUSG00000107165.1	-0.22	0.631184549646561	NS
Wwc2	ENSMUSG00000031563.8	0.17	0.631184549646561	NS
Slc9a5	ENSMUSG00000014786.8	-0.16	0.631184549646561	NS
Edc4	ENSMUSG00000036270.16	-0.21	0.631184549646561	NS
1700030J22Rik	ENSMUSG00000031847.8	-0.1	0.631184549646561	NS
Xxylt1	ENSMUSG00000047434.14	-0.18	0.631184549646561	NS
Gcsam	ENSMUSG00000022659.13	-0.1	0.631184549646561	NS
Tapbp	ENSMUSG00000024308.15	-0.04	0.631184549646561	NS
Vwce	ENSMUSG00000043789.8	-0.27	0.631184549646561	NS
Gm45698	ENSMUSG00000109428.1	-0.03	0.631215425370434	NS
Gm5510	ENSMUSG00000083458.1	0.03	0.63164310299355	NS
Igkv17-127	ENSMUSG00000076508.3	-0.03	0.631714944337823	NS
Gm26707	ENSMUSG00000097017.1	-0.02	0.631714944337823	NS
Golim4	ENSMUSG00000034109.15	-0.21	0.631869766605169	NS
Cd300a	ENSMUSG00000034652.12	-0.15	0.631869766605169	NS
Srm	ENSMUSG00000006442.10	0.24	0.631897571822726	NS
Gm10080	ENSMUSG00000060467.4	0.19	0.631897571822726	NS
Gm15666	ENSMUSG00000084399.2	-0.06	0.631897571822726	NS
Scarf1	ENSMUSG00000038188.17	-0.15	0.631897571822726	NS
Slfn2	ENSMUSG00000072620.3	0.25	0.631897571822726	NS
Sectm1b	ENSMUSG00000039364.13	0.05	0.631897571822726	NS
Gm6566	ENSMUSG00000113918.1	-0.05	0.631897571822726	NS
Usp48	ENSMUSG00000043411.15	-0.22	0.632172198832284	NS
Pan3	ENSMUSG00000029647.15	-0.21	0.632172198832284	NS
Slc12a7	ENSMUSG00000017756.9	-0.1	0.632172198832284	NS
Gm13160	ENSMUSG00000094017.1	0.03	0.632466241291774	NS
Hk3	ENSMUSG00000025877.14	-0.02	0.63273375752804	NS
Gm8444	ENSMUSG00000069439.3	0.13	0.632777135527902	NS
Klk1	ENSMUSG00000063903.5	-0.09	0.632842960437007	NS
Eml3	ENSMUSG00000071647.5	0.2	0.632881094730276	NS
Nat8f2	ENSMUSG00000033634.7	-0.14	0.632957411152215	NS
9230116N13Rik	ENSMUSG00000097403.2	-0.04	0.632995574710542	NS
Speer9-ps1	ENSMUSG00000107956.1	-0.03	0.63316667098274	NS
Gm6030	ENSMUSG00000062284.5	0.17	0.633231316073597	NS
Actb	ENSMUSG00000029580.14	-0.04	0.633244407819575	NS
Gm7846	ENSMUSG00000086240.4	0.11	0.633462486820095	NS
Gm15351	ENSMUSG00000086770.1	-0.03	0.633658177723352	NS
Wnk3	ENSMUSG00000041245.13	-0.03	0.633658177723352	NS
Rhoc	ENSMUSG00000002233.13	0.1	0.633668136888301	NS
Fbxo30	ENSMUSG00000047648.13	0.25	0.633918128237923	NS
Dkc1	ENSMUSG00000031403.14	0.11	0.633950455995258	NS
Rpa3	ENSMUSG00000012483.4	0.22	0.634082308649862	NS
Ftl2-ps	ENSMUSG00000082062.1	-0.04	0.634230731115483	NS
Mid1ip1	ENSMUSG00000008035.12	-0.21	0.634230731115483	NS
Tnfrsf11a	ENSMUSG00000026321.7	-0.22	0.634381253085435	NS
2310016G11Rik	ENSMUSG00000070574.2	-0.2	0.634383308515209	NS
Grin2d	ENSMUSG00000002771.12	-0.16	0.634459429879186	NS
Lima1	ENSMUSG00000023022.14	-0.04	0.634459429879186	NS
CR974462.4	ENSMUSG00000118026.1	-0.03	0.634459429879186	NS
Gm37802	ENSMUSG00000103303.1	-0.04	0.6345415816791	NS
Slx1b	ENSMUSG00000059772.12	-0.21	0.6345415816791	NS
Btbd2	ENSMUSG00000003344.14	-0.27	0.6345415816791	NS
Gm4617	ENSMUSG00000096544.2	0.25	0.634839602029272	NS
Brd1	ENSMUSG00000022387.17	-0.2	0.634839602029272	NS
Npdc1	ENSMUSG00000015094.16	0.2	0.635056062177002	NS
Gm7507	ENSMUSG00000098142.1	-0.03	0.635063290743116	NS
Gm38247	ENSMUSG00000104166.1	0.05	0.635120398864673	NS
Adprhl1	ENSMUSG00000031448.12	-0.04	0.635168942292993	NS
Sft2d2	ENSMUSG00000040848.11	-0.04	0.635286591273396	NS
Gm6069	ENSMUSG00000104616.1	-0.03	0.635286591273396	NS
Serinc1	ENSMUSG00000019877.10	0.21	0.635286591273396	NS
Gm8199	ENSMUSG00000082121.1	0.05	0.635325221269738	NS
P4ha1	ENSMUSG00000019916.14	-0.19	0.635329557201905	NS
1600020E01Rik	ENSMUSG00000097048.7	-0.24	0.635339805423178	NS
Fcer1a	ENSMUSG00000005339.10	0.03	0.635374025565141	NS
AC110206.1	ENSMUSG00000118099.1	-0.02	0.635383424240891	NS
Ehf	ENSMUSG00000012350.15	-0.04	0.635396408166994	NS
Ect2	ENSMUSG00000027699.19	0.2	0.635396408166994	NS
Il20rb	ENSMUSG00000044244.18	-0.11	0.635396408166994	NS
4930453C13Rik	ENSMUSG00000113987.1	-0.02	0.635396408166994	NS
Gm17039	ENSMUSG00000092103.2	-0.02	0.635396408166994	NS
Nop9	ENSMUSG00000019297.9	0.21	0.635396408166994	NS
Sptbn5	ENSMUSG00000074899.5	-0.06	0.635435189719385	NS
Gm5987	ENSMUSG00000105600.1	0.04	0.635464716129662	NS
Ssbp4	ENSMUSG00000070003.7	0.26	0.635923644122561	NS
Ddhd1	ENSMUSG00000037697.19	-0.2	0.635957920478319	NS
Apoc3	ENSMUSG00000032081.10	0.04	0.635982278234713	NS
Gm33312	ENSMUSG00000113249.1	0.03	0.635982278234713	NS
Gapvd1	ENSMUSG00000026867.18	0.11	0.636168657270634	NS
Sema6c	ENSMUSG00000038777.19	0.06	0.636168657270634	NS
Pradc1	ENSMUSG00000030008.9	0.25	0.636168657270634	NS
Taldo1	ENSMUSG00000025503.5	0.04	0.636168657270634	NS
Tnfaip1	ENSMUSG00000017615.12	-0.04	0.636168657270634	NS
Ctnnd2	ENSMUSG00000022240.10	-0.05	0.636168657270634	NS
Plxnb2	ENSMUSG00000036606.17	-0.04	0.636168657270634	NS
Pbdc1	ENSMUSG00000031226.13	0.2	0.636168657270634	NS
Pcdh19	ENSMUSG00000051323.16	0.28	0.636168657270634	NS
Opa3	ENSMUSG00000052214.9	0.2	0.636342623414615	NS
Papln	ENSMUSG00000021223.13	-0.2	0.636342623414615	NS
Impg2	ENSMUSG00000035270.15	-0.08	0.636342623414615	NS
Cpox	ENSMUSG00000022742.6	-0.31	0.636342623414615	NS
Zfand6	ENSMUSG00000030629.15	0.04	0.636364850443827	NS
Pfas	ENSMUSG00000020899.16	-0.19	0.636577571439669	NS
Gm9063	ENSMUSG00000113512.1	0.02	0.636577571439669	NS
Il17rd	ENSMUSG00000040717.6	0.25	0.636577571439669	NS
Rpl19-ps5	ENSMUSG00000115630.1	-0.06	0.636577571439669	NS
Gm5388	ENSMUSG00000081350.1	0.06	0.636577571439669	NS
AC158605.1	ENSMUSG00000112110.1	0.09	0.636583926858375	NS
Med29	ENSMUSG00000003444.8	0.31	0.636628460762746	NS
B4galnt2	ENSMUSG00000013418.8	-0.04	0.636726958047204	NS
Nup214	ENSMUSG00000001855.15	-0.2	0.636941312385864	NS
Gm18095	ENSMUSG00000115856.1	-0.03	0.637095279955709	NS
Gm37909	ENSMUSG00000104316.1	-0.17	0.637139683020774	NS
Heatr5b	ENSMUSG00000039414.10	-0.32	0.637161809051215	NS
Med9	ENSMUSG00000061650.6	0.2	0.637350976755746	NS
Krt20	ENSMUSG00000035775.2	-0.04	0.637385813047018	NS
Gm2237	ENSMUSG00000093979.8	-0.08	0.637465944609349	NS
4931440P22Rik	ENSMUSG00000074580.11	-0.05	0.637624393816783	NS
Gpd2	ENSMUSG00000026827.12	0.05	0.63775826929767	NS
Rnf121	ENSMUSG00000070426.12	0.21	0.638086369158545	NS
Stac3	ENSMUSG00000040287.9	-0.03	0.638086369158545	NS
Fxyd3	ENSMUSG00000057092.12	0.28	0.638891874669007	NS
Tle6	ENSMUSG00000034758.12	-0.17	0.638891874669007	NS
Klhl23	ENSMUSG00000042155.3	0.17	0.639067547024116	NS
Fundc1	ENSMUSG00000025040.13	0.2	0.639067547024116	NS
Rnf185	ENSMUSG00000020448.16	0.2	0.639116494883545	NS
Lpar5	ENSMUSG00000067714.13	0.2	0.639163608343083	NS
Gm11960	ENSMUSG00000081974.3	-0.02	0.63936978789116	NS
Psap	ENSMUSG00000004207.14	0.04	0.639494805118247	NS
Gm11745	ENSMUSG00000084052.1	-0.03	0.639494805118247	NS
Trmt2a	ENSMUSG00000022721.19	0.21	0.639494805118247	NS
Mrgprf	ENSMUSG00000031070.15	-0.06	0.639534213981739	NS
Itga6	ENSMUSG00000027111.15	-0.09	0.640293031538842	NS
B4galnt4	ENSMUSG00000055629.5	0.17	0.640293031538842	NS
Ttc16	ENSMUSG00000039021.15	-0.09	0.640323028484479	NS
Nfe2l2	ENSMUSG00000015839.6	0.04	0.640323028484479	NS
Gm14165	ENSMUSG00000081434.3	0.2	0.640323028484479	NS
Gm16061	ENSMUSG00000080972.1	-0.03	0.640323028484479	NS
6820431F20Rik	ENSMUSG00000071796.13	-0.29	0.640323028484479	NS
Tcf25	ENSMUSG00000001472.17	-0.04	0.640323028484479	NS
2410021H03Rik	ENSMUSG00000100572.1	-0.03	0.640323028484479	NS
Slc3a2	ENSMUSG00000010095.13	0.04	0.640323028484479	NS
Araf	ENSMUSG00000001127.12	-0.1	0.640323028484479	NS
Anxa13	ENSMUSG00000055114.8	-0.04	0.640360702947981	NS
Gm7973	ENSMUSG00000084216.1	0.03	0.640360702947981	NS
Stk25	ENSMUSG00000026277.14	0.04	0.640364418004107	NS
Gm26616	ENSMUSG00000102425.1	-0.22	0.640641549444507	NS
Mrpl24	ENSMUSG00000019710.13	0.22	0.640641549444507	NS
Gm7467	ENSMUSG00000098449.1	-0.05	0.640641549444507	NS
Loxl3	ENSMUSG00000000693.10	-0.08	0.640641549444507	NS
Dok4	ENSMUSG00000040631.8	0.08	0.640641549444507	NS
Ccm2	ENSMUSG00000000378.15	0.32	0.640641549444507	NS
Atp5s	ENSMUSG00000054894.6	0.25	0.640641549444507	NS
Btn1a1	ENSMUSG00000000706.16	0.02	0.640641549444507	NS
A330102I10Rik	ENSMUSG00000086363.7	0.05	0.640641549444507	NS
Sdha	ENSMUSG00000021577.14	0.04	0.640641549444507	NS
Shisal1	ENSMUSG00000062760.10	-0.06	0.640641549444507	NS
AC154457.3	ENSMUSG00000117300.1	0.05	0.640641549444507	NS
Wdr13	ENSMUSG00000031166.13	-0.24	0.640641549444507	NS
Pin4	ENSMUSG00000079480.3	0.25	0.640641549444507	NS
E430021H15Rik	ENSMUSG00000105519.1	-0.12	0.640693166289145	NS
Pecam1	ENSMUSG00000020717.19	-0.17	0.640693166289145	NS
Gm10320	ENSMUSG00000092116.1	0.22	0.640693166289145	NS
Mycbp2	ENSMUSG00000033004.15	-0.32	0.640693166289145	NS
Iglj3	ENSMUSG00000105231.1	-0.03	0.640699511654389	NS
Igtp	ENSMUSG00000078853.8	0.24	0.640823608565764	NS
Cabyr	ENSMUSG00000024430.14	0.02	0.640823608565764	NS
Sh3rf2	ENSMUSG00000057719.11	-0.26	0.640974003016792	NS
Bloc1s2-ps	ENSMUSG00000025201.7	0.1	0.641732732383444	NS
Gm12168	ENSMUSG00000082530.1	0.04	0.641735880382267	NS
Gm47594	ENSMUSG00000112255.1	-0.06	0.641828834404349	NS
Ros1	ENSMUSG00000019893.13	-0.2	0.641931618989579	NS
Zik1	ENSMUSG00000030393.8	-0.04	0.642216526603866	NS
Ltk	ENSMUSG00000027297.14	0.03	0.642702678807262	NS
Igkv3-12	ENSMUSG00000094117.1	0.03	0.642741147297124	NS
Ndufab1-ps	ENSMUSG00000091989.1	0.26	0.642741147297124	NS
Rassf7	ENSMUSG00000038618.12	-0.09	0.642741147297124	NS
Gm26698	ENSMUSG00000097208.1	-0.03	0.642741147297124	NS
Haus4	ENSMUSG00000022177.9	0.2	0.642741147297124	NS
Ccdc155	ENSMUSG00000038292.14	-0.01	0.642769436627194	NS
Ighv1-42	ENSMUSG00000094652.2	0.02	0.642769436627194	NS
Per1	ENSMUSG00000020893.17	-0.26	0.643076962277571	NS
1810019D21Rik	ENSMUSG00000086390.7	-0.24	0.64330874592272	NS
B3galt4	ENSMUSG00000067370.4	0.27	0.64330874592272	NS
Dusp28	ENSMUSG00000047067.7	0.26	0.643354423618362	NS
A430073D23Rik	ENSMUSG00000105471.1	-0.02	0.643409070742809	NS
Dlgap1	ENSMUSG00000003279.17	-0.27	0.643584234352524	NS
Gm6472	ENSMUSG00000095597.2	0.19	0.643584234352524	NS
Plekha8	ENSMUSG00000005225.15	-0.21	0.64375865427684	NS
Rasa2	ENSMUSG00000032413.12	-0.19	0.643858752311397	NS
Gm16335	ENSMUSG00000085340.1	0.02	0.643991521614294	NS
E230001N04Rik	ENSMUSG00000066170.7	0.06	0.643991521614294	NS
Gm11450	ENSMUSG00000082296.1	0.03	0.644026371158891	NS
Fgf2	ENSMUSG00000037225.13	-0.03	0.644026371158891	NS
Gm7765	ENSMUSG00000098037.1	0.06	0.644026371158891	NS
Actg-ps1	ENSMUSG00000074978.4	0.11	0.644082860382011	NS
Plpp7	ENSMUSG00000051373.5	0.04	0.644131336403958	NS
Sdhc	ENSMUSG00000058076.12	0.04	0.64417512538427	NS
Ces2c	ENSMUSG00000061825.10	-0.04	0.64417512538427	NS
Hnf1a	ENSMUSG00000029556.12	-0.21	0.644238953783866	NS
Rn7s6	ENSMUSG00000092746.2	0.03	0.644257920337214	NS
Gm44044	ENSMUSG00000107690.1	0.03	0.644257920337214	NS
Trgj1	ENSMUSG00000104962.1	0.02	0.644257920337214	NS
Gm20111	ENSMUSG00000098837.1	0.05	0.644257920337214	NS
Chkb	ENSMUSG00000022617.15	-0.2	0.644310152739844	NS
Phlda3	ENSMUSG00000041801.5	0.03	0.64440531361532	NS
