Geneid	ENSEMBL	log2FoldChange	padj	DEG
Ddrgk1	ENSMUSG00000068290.11	-0.02	0.876721688807944	NS
Foxj3	ENSMUSG00000032998.16	-0.03	0.876721688807944	NS
Mapk3	ENSMUSG00000063065.13	0.02	0.876721688807944	NS
Rnf122	ENSMUSG00000039328.11	0.06	0.876721688807944	NS
Pard6a	ENSMUSG00000005699.16	-0.06	0.876721688807944	NS
Pcsk7	ENSMUSG00000035382.9	-0.03	0.876721688807944	NS
Gm10123	ENSMUSG00000062933.7	-0.06	0.876721688807944	NS
Tma7	ENSMUSG00000091537.2	0.03	0.876721688807944	NS
Obscn	ENSMUSG00000061462.17	0.05	0.876721688807944	NS
Tmem8	ENSMUSG00000024180.14	0.02	0.876721688807944	NS
Ikbkg	ENSMUSG00000004221.16	-0.06	0.876721688807944	NS
Ptbp3	ENSMUSG00000028382.15	-0.02	0.876874775708116	NS
Msi2	ENSMUSG00000069769.13	-0.06	0.876874775708116	NS
1110008L16Rik	ENSMUSG00000021023.14	-0.06	0.876874775708116	NS
Hspg2	ENSMUSG00000028763.17	0.03	0.876874784941881	NS
4933406C10Rik	ENSMUSG00000097494.7	-0.05	0.876884851241606	NS
Gm7666	ENSMUSG00000067547.6	-0.06	0.876884851241606	NS
Ndufb6	ENSMUSG00000071014.10	0.03	0.87718288248764	NS
Btf3l4	ENSMUSG00000028568.16	-0.06	0.87718288248764	NS
P2ry2	ENSMUSG00000032860.5	-0.06	0.877356960112156	NS
Psmd7	ENSMUSG00000039067.5	0.02	0.877356960112156	NS
Ankrd13c	ENSMUSG00000039988.14	-0.1	0.877396912901124	NS
Cnot6l	ENSMUSG00000034724.18	-0.1	0.877396912901124	NS
Egln1	ENSMUSG00000031987.6	-0.07	0.877396912901124	NS
1810046K07Rik	ENSMUSG00000036027.11	0.06	0.877396912901124	NS
Foxk2	ENSMUSG00000039275.9	0.06	0.877418136943955	NS
Lyrm4	ENSMUSG00000046573.7	0.06	0.877418136943955	NS
Rnf128	ENSMUSG00000031438.11	0.01	0.877418136943955	NS
Rab10	ENSMUSG00000020671.9	-0.03	0.877430084958852	NS
A930004J17Rik	ENSMUSG00000102602.1	-0.06	0.877527774179039	NS
Ccdc157	ENSMUSG00000051427.14	0.05	0.877614562300315	NS
Dguok	ENSMUSG00000014554.13	0.02	0.877648829244161	NS
3110056K07Rik	ENSMUSG00000085622.9	0.08	0.877648829244161	NS
Trmu	ENSMUSG00000022386.12	-0.06	0.877648829244161	NS
Vps35	ENSMUSG00000031696.9	0.01	0.877652762261363	NS
Psmb2	ENSMUSG00000028837.8	0.02	0.877756523809721	NS
Edf1	ENSMUSG00000015092.9	0.02	0.877802233913078	NS
Tmeff1	ENSMUSG00000028347.14	0.05	0.877802233913078	NS
Pskh1	ENSMUSG00000048310.8	-0.1	0.877802233913078	NS
Cmc2	ENSMUSG00000014633.15	0.06	0.877802233913078	NS
Ppl	ENSMUSG00000039457.4	-0.08	0.877802233913078	NS
Zxdb	ENSMUSG00000073062.3	-0.05	0.877802233913078	NS
Celf3	ENSMUSG00000028137.9	-0.05	0.877808714134551	NS
Ncbp2	ENSMUSG00000022774.13	0.03	0.877808714134551	NS
Bola3	ENSMUSG00000045160.14	-0.02	0.877845429676432	NS
Mapkapk3	ENSMUSG00000032577.16	-0.02	0.878074533012561	NS
Patz1	ENSMUSG00000020453.17	-0.06	0.878074533012561	NS
Rassf10	ENSMUSG00000098132.1	-0.09	0.878095134897861	NS
Notch4	ENSMUSG00000015468.14	-0.06	0.878095134897861	NS
Mrps14	ENSMUSG00000058267.13	-0.01	0.878145327513778	NS
Nudt19	ENSMUSG00000034875.5	-0.02	0.878145327513778	NS
Xpo6	ENSMUSG00000000131.15	-0.06	0.878145327513778	NS
Rpl3	ENSMUSG00000060036.14	-0.02	0.878145327513778	NS
Trim23	ENSMUSG00000021712.15	0.06	0.878185065882588	NS
Cnot8	ENSMUSG00000020515.13	-0.03	0.878254853970041	NS
Hspa1b	ENSMUSG00000090877.3	0.06	0.878522678931425	NS
Idh1	ENSMUSG00000025950.16	-0.02	0.87855174320947	NS
Mrpl47	ENSMUSG00000037531.8	-0.06	0.87855174320947	NS
Gm13127	ENSMUSG00000070610.4	-0.04	0.87855174320947	NS
Cldn7	ENSMUSG00000018569.12	0.02	0.87855174320947	NS
Znhit3	ENSMUSG00000020526.12	0.06	0.87855174320947	NS
Ddx24	ENSMUSG00000041645.14	-0.03	0.87855174320947	NS
1810013L24Rik	ENSMUSG00000022507.6	0.06	0.87855174320947	NS
Cdkl5	ENSMUSG00000031292.14	-0.05	0.87855174320947	NS
Gas2l1	ENSMUSG00000034201.13	-0.06	0.878733917662948	NS
Tmprss7	ENSMUSG00000033177.13	-0.03	0.878733917662948	NS
Fbxo32	ENSMUSG00000022358.7	-0.05	0.878817937645749	NS
Kiz	ENSMUSG00000074749.10	-0.07	0.878949463167073	NS
Lrrc57	ENSMUSG00000027286.16	0.06	0.8792454710362	NS
Gem	ENSMUSG00000028214.13	0.2	0.879406162721536	NS
Guca2a	ENSMUSG00000023247.2	-0.02	0.879406162721536	NS
Zkscan5	ENSMUSG00000055991.15	-0.08	0.879406162721536	NS
Rps24-ps2	ENSMUSG00000069125.2	0.05	0.879735410127983	NS
Stx3	ENSMUSG00000041488.16	0.03	0.879735410127983	NS
Gm16378	ENSMUSG00000095762.1	0.05	0.879835553043291	NS
Gm38357	ENSMUSG00000103313.1	-0.06	0.879840758509979	NS
Cmpk1	ENSMUSG00000028719.8	-0.02	0.879840758509979	NS
Gm15610	ENSMUSG00000078183.3	-0.2	0.879840758509979	NS
Fastk	ENSMUSG00000028959.14	-0.02	0.879840758509979	NS
Phf12	ENSMUSG00000037791.15	0.06	0.879840758509979	NS
Hmga2	ENSMUSG00000056758.14	0.05	0.879880341944739	NS
Pgk1	ENSMUSG00000062070.12	0.02	0.880147036329428	NS
Rtf1	ENSMUSG00000027304.9	0.06	0.880199518194642	NS
Exosc8	ENSMUSG00000027752.15	0.03	0.880199518194642	NS
Agbl5	ENSMUSG00000029165.17	-0.1	0.880199518194642	NS
Tmem17	ENSMUSG00000049904.7	-0.06	0.880205440415872	NS
Ptdss1	ENSMUSG00000021518.4	-0.02	0.880205440415872	NS
Calcrl	ENSMUSG00000059588.13	0.04	0.880210054378507	NS
Wdr11	ENSMUSG00000042055.13	-0.02	0.880210054378507	NS
Tmem98	ENSMUSG00000035413.8	-0.02	0.880210054378507	NS
Trim17	ENSMUSG00000036964.14	-0.16	0.880220312341671	NS
Atg4b	ENSMUSG00000026280.17	0.02	0.880418567383735	NS
Flvcr1	ENSMUSG00000066595.9	0.06	0.880418567383735	NS
Dus2	ENSMUSG00000031901.12	-0.06	0.880418567383735	NS
Znrf1	ENSMUSG00000033545.14	-0.04	0.880418567383735	NS
Sfxn1	ENSMUSG00000021474.9	0.02	0.880519835761041	NS
Pmpca	ENSMUSG00000026926.14	-0.01	0.880541437728483	NS
Ttc38	ENSMUSG00000035944.17	-0.06	0.880679480531348	NS
Dclre1c	ENSMUSG00000026648.18	-0.07	0.880881247687193	NS
Klhdc3	ENSMUSG00000063576.12	0.01	0.880955943911081	NS
BC024063	ENSMUSG00000112160.1	0.05	0.881075336971173	NS
Lypd8	ENSMUSG00000013643.13	0.02	0.881144375102369	NS
Plpp2	ENSMUSG00000052151.12	-0.02	0.881193232823229	NS
Rpl39-ps	ENSMUSG00000036305.7	0.05	0.881207059365734	NS
Suclg2	ENSMUSG00000061838.7	-0.02	0.881341869609252	NS
Btbd3	ENSMUSG00000062098.11	0.06	0.881403306562409	NS
Dbndd2	ENSMUSG00000017734.15	-0.06	0.881403306562409	NS
BC024139	ENSMUSG00000044361.16	0.05	0.881487891289525	NS
Xkr9	ENSMUSG00000067813.3	-0.06	0.881846349527238	NS
Cdx1	ENSMUSG00000024619.8	-0.02	0.881846349527238	NS
Gm4739	ENSMUSG00000112808.1	-0.09	0.88212911739674	NS
Gm47528	ENSMUSG00000111282.1	-0.1	0.882248783932154	NS
Fkbp3	ENSMUSG00000020949.9	-0.01	0.882596999165197	NS
Acp1	ENSMUSG00000044573.16	-0.02	0.882604054213938	NS
Trdmt1	ENSMUSG00000026723.10	0.06	0.882650792624067	NS
Ubxn2b	ENSMUSG00000028243.5	0.06	0.882717892954626	NS
Snhg12	ENSMUSG00000086290.9	0.05	0.882717892954626	NS
Polk	ENSMUSG00000021668.15	-0.1	0.882717892954626	NS
Tuba1b	ENSMUSG00000023004.8	-0.01	0.882717892954626	NS
Nectin3	ENSMUSG00000022656.15	-0.06	0.882717892954626	NS
Ptov1	ENSMUSG00000038502.17	-0.06	0.882824582797873	NS
Ceacam10	ENSMUSG00000054169.7	-0.02	0.882852062703576	NS
Nkrf	ENSMUSG00000044149.6	0.04	0.883104042258321	NS
Ppcs	ENSMUSG00000028636.14	-0.02	0.883527756441542	NS
Gm10718	ENSMUSG00000095186.1	0.05	0.88353470929338	NS
Arsg	ENSMUSG00000020604.13	-0.06	0.883579723086311	NS
Psmf1	ENSMUSG00000032869.15	0.03	0.883763471731912	NS
Tigd2	ENSMUSG00000049232.3	0.07	0.883763471731912	NS
Ebf1	ENSMUSG00000057098.14	0.05	0.883763471731912	NS
Taz	ENSMUSG00000009995.17	-0.02	0.883763471731912	NS
Gm4540	ENSMUSG00000092072.3	0.05	0.88394123648997	NS
Rnf41	ENSMUSG00000025373.14	0.03	0.88394123648997	NS
Pros1	ENSMUSG00000022912.8	-0.06	0.88394123648997	NS
Cdc42	ENSMUSG00000006699.17	0.02	0.88412223752584	NS
Mob2	ENSMUSG00000025147.7	-0.02	0.88412223752584	NS
Poc1a	ENSMUSG00000023345.17	-0.06	0.88412223752584	NS
Bpnt1	ENSMUSG00000026617.16	-0.01	0.884151081510608	NS
Kansl1	ENSMUSG00000018412.16	-0.06	0.884196201162632	NS
Cdyl	ENSMUSG00000059288.14	0.06	0.884196201162632	NS
Cenpj	ENSMUSG00000064128.8	-0.06	0.884196201162632	NS
Acap3	ENSMUSG00000029033.16	-0.05	0.884208182460718	NS
Chd1l	ENSMUSG00000028089.5	0.06	0.884275248997549	NS
Pde7a	ENSMUSG00000069094.12	0.06	0.884335250655129	NS
Fam53a	ENSMUSG00000037339.17	-0.02	0.884335250655129	NS
Msra	ENSMUSG00000054733.9	0.02	0.884335250655129	NS
Frmd4b	ENSMUSG00000030064.16	-0.06	0.884343492488546	NS
Rpl10	ENSMUSG00000008682.13	-0.02	0.884343492488546	NS
Lsm3	ENSMUSG00000034192.5	0.03	0.884395756387494	NS
Smim14	ENSMUSG00000037822.12	-0.02	0.884461924217115	NS
Plekhg6	ENSMUSG00000038167.6	0.03	0.884461924217115	NS
1810026B05Rik	ENSMUSG00000101970.6	0.06	0.884461924217115	NS
Ndufab1	ENSMUSG00000030869.11	-0.02	0.884461924217115	NS
Slc25a11	ENSMUSG00000014606.14	0.01	0.884461924217115	NS
Phf6	ENSMUSG00000025626.16	-0.05	0.884461924217115	NS
Tagln2	ENSMUSG00000026547.15	-0.02	0.884499221317035	NS
Arc	ENSMUSG00000022602.14	0.16	0.884527186587001	NS
Zfp146	ENSMUSG00000037029.8	-0.06	0.884631029794353	NS
Fnip1	ENSMUSG00000035992.15	-0.07	0.884631029794353	NS
Trim25	ENSMUSG00000000275.16	0.02	0.884631029794353	NS
Zfp760	ENSMUSG00000067928.6	-0.06	0.884631029794353	NS
Virma	ENSMUSG00000040720.15	-0.02	0.884635771123863	NS
Ifngr2	ENSMUSG00000022965.8	-0.02	0.884635771123863	NS
Apex2	ENSMUSG00000025269.16	0.06	0.884635771123863	NS
Haus2	ENSMUSG00000027285.13	0.06	0.884767774900552	NS
Lrch3	ENSMUSG00000022801.13	-0.06	0.884767774900552	NS
Ctbp1	ENSMUSG00000037373.12	0.02	0.884892691697648	NS
Slc30a6	ENSMUSG00000024069.14	-0.02	0.884927150055633	NS
Cutc	ENSMUSG00000025193.14	0.05	0.884927150055633	NS
Phlpp1	ENSMUSG00000044340.7	-0.06	0.885021689080931	NS
Ermard	ENSMUSG00000036552.18	0.06	0.885021689080931	NS
Comt	ENSMUSG00000000326.13	0.02	0.885054121013134	NS
Sap30	ENSMUSG00000031609.3	-0.06	0.885217421163961	NS
Nrbf2	ENSMUSG00000075000.11	0.07	0.885309013810902	NS
Ufsp2	ENSMUSG00000031634.13	0.03	0.885329099279726	NS
Slc29a3	ENSMUSG00000020100.15	0.06	0.885445581472392	NS
Zfp40	ENSMUSG00000002617.14	0.05	0.885472044310025	NS
Gm5913	ENSMUSG00000081111.3	0.06	0.885624114011192	NS
Fuca2	ENSMUSG00000019810.15	0.02	0.885771548894379	NS
Gm43584	ENSMUSG00000105195.1	0.05	0.885848458333454	NS
Eed	ENSMUSG00000030619.9	-0.02	0.885848458333454	NS
Akr1b10	ENSMUSG00000061758.13	0.07	0.885852955685764	NS
Ate1	ENSMUSG00000030850.17	0.06	0.885902856436661	NS
Gm6136	ENSMUSG00000084106.4	-0.05	0.885986847156434	NS
Pyy	ENSMUSG00000017311.15	0.07	0.885986847156434	NS
Phldb1	ENSMUSG00000048537.16	-0.05	0.886043745687286	NS
Pknox1	ENSMUSG00000006705.13	-0.05	0.886043745687286	NS
5730507A11Rik	ENSMUSG00000107468.1	0.05	0.886071297109183	NS
Zfp976	ENSMUSG00000074158.9	-0.05	0.886122089233597	NS
Gpt2	ENSMUSG00000031700.11	0.06	0.886148175594108	NS
Exoc3l4	ENSMUSG00000021280.9	-0.01	0.886155844391659	NS
Atf6	ENSMUSG00000026663.6	-0.05	0.886171540091449	NS
Lmcd1	ENSMUSG00000057604.9	-0.05	0.886171540091449	NS
Zfp953	ENSMUSG00000098905.2	0.05	0.886171540091449	NS
Cdh24	ENSMUSG00000059674.7	-0.04	0.886172659183364	NS
Git1	ENSMUSG00000011877.13	-0.06	0.886226825933205	NS
9530053A07Rik	ENSMUSG00000078776.9	0.06	0.886253778490016	NS
Lyrm9	ENSMUSG00000072640.11	0.06	0.886253778490016	NS
Cct5	ENSMUSG00000022234.15	0.02	0.886253778490016	NS
Egf	ENSMUSG00000028017.7	-0.06	0.886336946484822	NS
Cfl1	ENSMUSG00000056201.8	0	0.886459471500099	NS
Thap3	ENSMUSG00000039759.10	0.07	0.886593709701561	NS
Scg5	ENSMUSG00000023236.7	0.06	0.886653858465544	NS
Rspry1	ENSMUSG00000050079.10	-0.06	0.886653858465544	NS
Rnf114	ENSMUSG00000006418.17	0.02	0.886833024289344	NS
Ndufc2	ENSMUSG00000030647.8	-0.02	0.886833024289344	NS
Ifitm2	ENSMUSG00000060591.9	0.01	0.886833024289344	NS
Ndst1	ENSMUSG00000054008.9	-0.03	0.886835173412936	NS
B4galt6	ENSMUSG00000056124.5	-0.06	0.886920682334391	NS
Ccdc6	ENSMUSG00000048701.13	-0.02	0.887047050291042	NS
Bphl	ENSMUSG00000038286.11	0.02	0.887047050291042	NS
Ndst2	ENSMUSG00000039308.6	-0.05	0.887047050291042	NS
Tc2n	ENSMUSG00000021187.14	-0.06	0.887106414018183	NS
Hist1h2ae	ENSMUSG00000069272.6	0.02	0.887320457100611	NS
Ubxn8	ENSMUSG00000052906.7	-0.02	0.88742877450927	NS
Tmem39b	ENSMUSG00000053730.15	0.06	0.887741165404637	NS
Hemk1	ENSMUSG00000032579.14	0.06	0.887855090019028	NS
Msi1	ENSMUSG00000054256.11	-0.06	0.888064628513661	NS
Mlkl	ENSMUSG00000012519.14	-0.08	0.888218921120843	NS
Stra6l	ENSMUSG00000028327.14	0.06	0.888250531477059	NS
Hpd	ENSMUSG00000029445.13	0.05	0.888250531477059	NS
Rab25	ENSMUSG00000008601.12	-0.02	0.888275916582531	NS
Fzr1	ENSMUSG00000020235.16	-0.06	0.888275916582531	NS
Fabp6	ENSMUSG00000020405.4	0.02	0.888275916582531	NS
Evl	ENSMUSG00000021262.15	0.06	0.888278580748401	NS
Prpf19	ENSMUSG00000024735.13	-0.02	0.888278580748401	NS
Tmem237	ENSMUSG00000038079.14	-0.06	0.888302348388933	NS
Pex2	ENSMUSG00000040374.13	0	0.888446691401789	NS
Dvl1	ENSMUSG00000029071.16	0.06	0.888446691401789	NS
Stim1	ENSMUSG00000030987.5	0.03	0.888446691401789	NS
Dnajb12	ENSMUSG00000020109.13	-0.06	0.888446691401789	NS
Lins1	ENSMUSG00000053091.16	0.06	0.888605457381329	NS
Nrde2	ENSMUSG00000021179.8	-0.06	0.888697742255338	NS
Lmntd2	ENSMUSG00000025500.12	-0.05	0.889196407605094	NS
Cttn	ENSMUSG00000031078.15	-0.02	0.889196407605094	NS
Btnl2	ENSMUSG00000024340.15	0.02	0.889196407605094	NS
Zfp524	ENSMUSG00000051184.7	-0.05	0.889250211026603	NS
Pik3r3	ENSMUSG00000028698.13	-0.05	0.889358180271256	NS
Mkln1	ENSMUSG00000025609.15	0.02	0.889602175928466	NS
Bicd1	ENSMUSG00000003452.15	0.06	0.889869848678253	NS
Cacfd1	ENSMUSG00000015488.14	0.01	0.889887113329433	NS
Ash2l	ENSMUSG00000031575.18	0.05	0.889887113329433	NS
Ppm1a	ENSMUSG00000021096.11	0.02	0.889887113329433	NS
Gm20324	ENSMUSG00000100199.1	0.19	0.889887113329433	NS
Bcl2l11	ENSMUSG00000027381.16	0.06	0.889906338644999	NS
Ttc22	ENSMUSG00000034919.2	-0.02	0.889906338644999	NS
4732416N19Rik	ENSMUSG00000107402.1	-0.05	0.889906338644999	NS
D10Wsu102e	ENSMUSG00000020255.8	0.06	0.889906338644999	NS
Acap2	ENSMUSG00000049076.11	-0.02	0.889906338644999	NS
Abi3bp	ENSMUSG00000035258.15	0.03	0.889906338644999	NS
Sec11c	ENSMUSG00000024516.13	0	0.889906338644999	NS
Zfp607a	ENSMUSG00000020420.8	-0.06	0.890163835601337	NS
Cdk20	ENSMUSG00000021483.8	-0.06	0.890163835601337	NS
Capzb	ENSMUSG00000028745.18	0.02	0.89041251769889	NS
Cdc73	ENSMUSG00000026361.9	-0.06	0.891310708943254	NS
Osbpl2	ENSMUSG00000039050.8	0.02	0.891334001217302	NS
Wwc2	ENSMUSG00000031563.8	0.05	0.891349529213132	NS
Nfat5	ENSMUSG00000003847.16	0.06	0.891408722968806	NS
Ist1	ENSMUSG00000031729.6	-0.02	0.891582604265362	NS
Cdk13	ENSMUSG00000041297.8	0.06	0.891582604265362	NS
Degs2	ENSMUSG00000021263.11	0	0.891682652293669	NS
Bcl9l	ENSMUSG00000063382.6	-0.02	0.891802059373381	NS
Usp40	ENSMUSG00000005501.14	-0.05	0.891869675393366	NS
Gm28719	ENSMUSG00000100174.1	0.05	0.891869675393366	NS
Poc5	ENSMUSG00000021671.9	-0.06	0.891869675393366	NS
AV356131	ENSMUSG00000108461.1	0.04	0.891924905972625	NS
Slc18a1	ENSMUSG00000036330.12	0.1	0.891924905972625	NS
Pdk4	ENSMUSG00000019577.6	0.04	0.892272789983864	NS
mt-Nd1	ENSMUSG00000064341.1	0.02	0.892320482536379	NS
Arpc5l	ENSMUSG00000026755.14	0.02	0.892352627518437	NS
Sdhaf1	ENSMUSG00000074211.4	0.05	0.892352627518437	NS
Jade2	ENSMUSG00000020387.15	-0.05	0.892352627518437	NS
Cops3	ENSMUSG00000019373.11	0.02	0.892352627518437	NS
Gm11423	ENSMUSG00000085175.7	0.06	0.892352627518437	NS
Hist1h2bh	ENSMUSG00000114456.1	0.05	0.892352627518437	NS
Gm33121	ENSMUSG00000115484.1	0.19	0.892352627518437	NS
Mgat3	ENSMUSG00000042428.6	0	0.892352627518437	NS
Mbp	ENSMUSG00000041607.17	-0.02	0.892352627518437	NS
Gata3	ENSMUSG00000015619.10	0.17	0.892608426982416	NS
Mme	ENSMUSG00000027820.12	-0.02	0.892608426982416	NS
Dcst1	ENSMUSG00000042672.15	-0.06	0.892608426982416	NS
Tulp2	ENSMUSG00000023467.18	0.18	0.892608426982416	NS
Tmed3	ENSMUSG00000032353.9	0.02	0.892608426982416	NS
Gm12183	ENSMUSG00000082454.3	0.06	0.892608426982416	NS
Cisd3	ENSMUSG00000078695.8	-0.02	0.892608426982416	NS
Endov	ENSMUSG00000039850.16	-0.05	0.892608426982416	NS
Fbp1	ENSMUSG00000069805.10	-0.02	0.892608426982416	NS
Gm47469	ENSMUSG00000113047.1	-0.03	0.892608426982416	NS
Mkrn2	ENSMUSG00000000439.9	-0.06	0.892753358896188	NS
Spg21	ENSMUSG00000032388.7	-0.02	0.892764157207801	NS
Nlk	ENSMUSG00000017376.15	0.07	0.892764157207801	NS
Asap3	ENSMUSG00000036995.7	0.05	0.892809487282972	NS
Kti12	ENSMUSG00000073775.4	0.05	0.893473303382754	NS
Ctif	ENSMUSG00000052928.9	-0.06	0.893632316759628	NS
Mex3c	ENSMUSG00000037253.8	-0.05	0.893649780098884	NS
Nit1	ENSMUSG00000013997.10	0.02	0.893687046858512	NS
Pag1	ENSMUSG00000027508.15	0.05	0.893687046858512	NS
Mphosph6	ENSMUSG00000031843.2	-0.06	0.893687046858512	NS
Rapgef1	ENSMUSG00000039844.19	0.06	0.893690320505877	NS
Rsg1	ENSMUSG00000073733.4	-0.05	0.893690320505877	NS
Ccdc130	ENSMUSG00000004994.12	0.1	0.893690320505877	NS
D3Ertd751e	ENSMUSG00000025766.14	-0.06	0.893757849697089	NS
Lmx1a	ENSMUSG00000026686.14	-0.06	0.893891640756991	NS
Oxsr1	ENSMUSG00000036737.12	0.06	0.893891640756991	NS
Fdft1	ENSMUSG00000021273.10	0	0.893891640756991	NS
Dctn2	ENSMUSG00000025410.10	-0.02	0.894062369496896	NS
Coa5	ENSMUSG00000026112.7	0	0.894144811158482	NS
Trub2	ENSMUSG00000039826.13	-0.06	0.894203176598067	NS
Dtx3l	ENSMUSG00000049502.17	-0.02	0.894203176598067	NS
Zer1	ENSMUSG00000039686.14	-0.08	0.894260285285701	NS
Ndufs3	ENSMUSG00000005510.9	0	0.894260285285701	NS
Zfp341	ENSMUSG00000059842.12	-0.05	0.894260285285701	NS
Mynn	ENSMUSG00000037730.13	0.05	0.894260285285701	NS
Slc22a15	ENSMUSG00000033147.16	0.09	0.894260285285701	NS
Usp53	ENSMUSG00000039701.11	-0.05	0.894260285285701	NS
Gm4617	ENSMUSG00000096544.2	0.06	0.894260285285701	NS
Dqx1	ENSMUSG00000009145.6	0.02	0.894260285285701	NS
Ints13	ENSMUSG00000040250.14	0.02	0.894260285285701	NS
Ccdc90b	ENSMUSG00000030613.13	-0.02	0.894260285285701	NS
Tmem9b	ENSMUSG00000031021.13	-0.02	0.894260285285701	NS
Usp2	ENSMUSG00000032010.15	-0.02	0.894260285285701	NS
Fig4	ENSMUSG00000038417.4	-0.02	0.894260285285701	NS
E130317F20Rik	ENSMUSG00000091994.2	-0.06	0.894260285285701	NS
Rabep1	ENSMUSG00000020817.16	-0.05	0.894260285285701	NS
Bptf	ENSMUSG00000040481.17	0.02	0.894260285285701	NS
Cd300ld	ENSMUSG00000034641.2	0.19	0.894260285285701	NS
L3hypdh	ENSMUSG00000019718.8	0.05	0.894260285285701	NS
Gm10736	ENSMUSG00000096842.1	-0.02	0.894260285285701	NS
Ubxn7	ENSMUSG00000053774.9	-0.02	0.894260285285701	NS
Sat1	ENSMUSG00000025283.15	-0.02	0.894269285107315	NS
Psmd12	ENSMUSG00000020720.13	0.02	0.894371077480877	NS
Tox	ENSMUSG00000041272.11	0.06	0.894401767386374	NS
Lage3	ENSMUSG00000015289.4	0.02	0.894401767386374	NS
Acrbp	ENSMUSG00000072770.9	-0.05	0.894786450448665	NS
Actr1a	ENSMUSG00000025228.5	0.02	0.894792115713854	NS
Bcar3	ENSMUSG00000028121.8	0.02	0.894796056279996	NS
Slc35b4	ENSMUSG00000018999.14	-0.06	0.894833105901816	NS
Chrm3	ENSMUSG00000046159.16	-0.05	0.894833105901816	NS
Gm10277	ENSMUSG00000069804.2	-0.2	0.894926645612675	NS
Trappc6b	ENSMUSG00000020993.9	-0.06	0.895026459425643	NS
Alg14	ENSMUSG00000039887.11	-0.05	0.895029539835156	NS
Rnf146	ENSMUSG00000038876.12	0.06	0.895029539835156	NS
Ehd4	ENSMUSG00000027293.13	-0.05	0.895244799753814	NS
Sec24d	ENSMUSG00000039234.11	0.02	0.895244799753814	NS
Fxr2	ENSMUSG00000018765.5	0.07	0.895244799753814	NS
Plekhd1os	ENSMUSG00000044062.7	0.18	0.895244799753814	NS
Klc4	ENSMUSG00000003546.10	0.02	0.895244799753814	NS
Dnah7c	ENSMUSG00000101337.6	0.18	0.895494781721691	NS
Cops7b	ENSMUSG00000026240.12	-0.05	0.895494781721691	NS
Nup35	ENSMUSG00000026999.14	-0.06	0.895494781721691	NS
Cdkn2aipnl	ENSMUSG00000020392.8	0	0.895494781721691	NS
Sp2	ENSMUSG00000018678.13	-0.05	0.895494781721691	NS
Ftl1-ps1	ENSMUSG00000062382.9	-0.04	0.895494781721691	NS
Mlst8	ENSMUSG00000024142.15	0.05	0.895494781721691	NS
Adck1	ENSMUSG00000021044.15	-0.05	0.895569704254463	NS
Ttc33	ENSMUSG00000022151.16	0.06	0.895641207405319	NS
Pls1	ENSMUSG00000049493.13	-0.02	0.895833196912386	NS
Bak1	ENSMUSG00000057789.14	0.02	0.895833196912386	NS
Ttll1	ENSMUSG00000022442.16	0.05	0.895904880747384	NS
Myt1	ENSMUSG00000010505.16	0.03	0.895974623175101	NS
Zfp260	ENSMUSG00000049421.13	-0.02	0.895974623175101	NS
Tceal9	ENSMUSG00000042712.10	0.02	0.895974623175101	NS
Paics	ENSMUSG00000029247.17	0	0.896323373808103	NS
Tstd2	ENSMUSG00000035495.15	-0.05	0.896343867182955	NS
Efcab7	ENSMUSG00000073791.11	-0.05	0.896343867182955	NS
Aacs	ENSMUSG00000029482.4	0.02	0.896343867182955	NS
Npc1	ENSMUSG00000024413.14	-0.05	0.896343867182955	NS
Ehmt2	ENSMUSG00000013787.15	0.02	0.896538283062098	NS
Alkbh2	ENSMUSG00000044339.12	-0.05	0.896561532262159	NS
Mfsd4b4	ENSMUSG00000096687.7	0.05	0.896561532262159	NS
Actr3	ENSMUSG00000026341.16	0.02	0.896654489274733	NS
Rnf141	ENSMUSG00000030788.16	0.02	0.896654489274733	NS
Zfp36	ENSMUSG00000044786.6	-0.05	0.897045072697006	NS
Zfp97	ENSMUSG00000095990.1	0.03	0.897060064929774	NS
Rnf130	ENSMUSG00000020376.16	-0.06	0.897263871033601	NS
Plp2	ENSMUSG00000031146.6	-0.02	0.897332391106305	NS
4930430F08Rik	ENSMUSG00000046567.10	0.05	0.897400158722779	NS
Ik	ENSMUSG00000024474.7	-0.02	0.897400158722779	NS
Bbc3	ENSMUSG00000002083.13	0.05	0.897444115511354	NS
Tnfaip1	ENSMUSG00000017615.12	0.02	0.897519091752093	NS
Gm38372	ENSMUSG00000103509.1	0.03	0.897871585149652	NS
Oaz1-ps	ENSMUSG00000043801.7	0.09	0.897871585149652	NS
Gm24407	ENSMUSG00000094377.1	0.14	0.898069712412939	NS
Slc25a36	ENSMUSG00000032449.13	-0.01	0.898069712412939	NS
Trim26	ENSMUSG00000024457.16	0	0.898069712412939	NS
Cst6	ENSMUSG00000024846.6	-0.01	0.898069712412939	NS
Defa-ps6	ENSMUSG00000095328.1	0.05	0.898159901696098	NS
Reg4	ENSMUSG00000027876.4	-0.02	0.898282065660422	NS
Cds1	ENSMUSG00000029330.8	0.02	0.898282065660422	NS
Mrpl2	ENSMUSG00000002767.13	0.02	0.898282065660422	NS
Bmyc	ENSMUSG00000049086.8	0.05	0.898295668703072	NS
Kctd20	ENSMUSG00000005936.19	-0.02	0.898295668703072	NS
Ablim3	ENSMUSG00000032735.15	0.05	0.898295668703072	NS
